district,latitude,longitude,predicted_risk,risk_level
Lucknow,26.8467,80.9462,97.16678,Critical
Nagpur,21.1458,79.0882,1.2296377,Low
Thane,19.2183,72.9781,7.740643,Low
Tiruvallur,13.1439,79.9089,0.5359403,Low
Vadodara,22.3072,73.1812,6.6751122,Low
Tiruvallur,13.1439,79.9089,92.27338,Critical
Angul,20.8444,85.1511,5.340928,Low
Prayagraj,25.4358,81.8463,72.52495,High
Bharuch,21.7051,72.9959,87.074104,Critical
Belagavi,15.8497,74.4977,0.7704173,Low
Sambalpur,21.4669,83.9812,51.3706,Medium
Vadodara,22.3072,73.1812,99.805954,Critical
Agra,27.1767,78.0081,15.991974,Low
Aurangabad,19.8762,75.3433,5.950227,Low
Belagavi,15.8497,74.4977,6.3082376,Low
Tiruvallur,13.1439,79.9089,92.4956,Critical
Prayagraj,25.4358,81.8463,93.88698,Critical
Sambalpur,21.4669,83.9812,2.7056246,Low
Sambalpur,21.4669,83.9812,1.1683073,Low
Pune,18.5204,73.8567,2.6894023,Low
Thane,19.2183,72.9781,91.19502,Critical
Mysuru,12.2958,76.6394,2.932207,Low
Tiruvallur,13.1439,79.9089,1.3053358,Low
Mysuru,12.2958,76.6394,12.22438,Low
Aurangabad,19.8762,75.3433,9.527348,Low
Thane,19.2183,72.9781,9.065487,Low
Sundargarh,22.1167,84.0333,84.00725,Critical
Nashik,19.9975,73.7898,35.929527,Low
Vadodara,22.3072,73.1812,8.177309,Low
Lucknow,26.8467,80.9462,99.602974,Critical
Pune,18.5204,73.8567,55.65188,Medium
Mysuru,12.2958,76.6394,26.066736,Low
Madurai,9.9252,78.1198,1.8888623,Low
Salem,11.6643,78.146,63.90315,Medium
Salem,11.6643,78.146,3.6959345,Low
Surat,21.1702,72.8311,47.929306,Medium
Bengaluru Urban,12.9716,77.5946,93.65144,Critical
Vadodara,22.3072,73.1812,10.191804,Low
Thane,19.2183,72.9781,76.473145,High
Prayagraj,25.4358,81.8463,99.75345,Critical
Madurai,9.9252,78.1198,27.526314,Low
Belagavi,15.8497,74.4977,3.4126453,Low
Coimbatore,11.0168,76.9558,4.898145,Low
Surat,21.1702,72.8311,37.08763,Low
Sambalpur,21.4669,83.9812,2.9120314,Low
Aurangabad,19.8762,75.3433,86.60553,Critical
Gautam Buddha Nagar,28.5355,77.391,8.497073,Low
Nashik,19.9975,73.7898,0.46186587,Low
Jajpur,20.85,86.333,12.263068,Low
Gautam Buddha Nagar,28.5355,77.391,89.97711,Critical
Jajpur,20.85,86.333,16.845497,Low
Aurangabad,19.8762,75.3433,1.0078481,Low
Bharuch,21.7051,72.9959,98.340904,Critical
Aurangabad,19.8762,75.3433,1.1577259,Low
Pune,18.5204,73.8567,9.599598,Low
Nagpur,21.1458,79.0882,0.5439763,Low
Bengaluru Urban,12.9716,77.5946,76.46921,High
Jajpur,20.85,86.333,3.577999,Low
Sambalpur,21.4669,83.9812,1.074339,Low
Tiruvallur,13.1439,79.9089,5.178821,Low
Jajpur,20.85,86.333,3.0534017,Low
Coimbatore,11.0168,76.9558,86.87147,Critical
Mysuru,12.2958,76.6394,75.31227,High
Surat,21.1702,72.8311,94.76301,Critical
Madurai,9.9252,78.1198,98.75972,Critical
Aurangabad,19.8762,75.3433,2.0341184,Low
Surat,21.1702,72.8311,71.20524,High
Bengaluru Urban,12.9716,77.5946,3.6417775,Low
Sambalpur,21.4669,83.9812,96.7684,Critical
Kanchipuram,12.8342,79.7036,98.59604,Critical
Aurangabad,19.8762,75.3433,4.61904,Low
Prayagraj,25.4358,81.8463,91.71115,Critical
Lucknow,26.8467,80.9462,93.15588,Critical
Bharuch,21.7051,72.9959,1.4587828,Low
Jajpur,20.85,86.333,99.03137,Critical
Gautam Buddha Nagar,28.5355,77.391,5.2795,Low
Bharuch,21.7051,72.9959,6.1042128,Low
Bengaluru Urban,12.9716,77.5946,42.179142,Low
Kutch,23.7337,69.8597,1.9665933,Low
Vadodara,22.3072,73.1812,82.39813,Critical
Vadodara,22.3072,73.1812,2.3523989,Low
Aurangabad,19.8762,75.3433,4.491639,Low
Surat,21.1702,72.8311,10.21717,Low
Coimbatore,11.0168,76.9558,73.21263,High
Bharuch,21.7051,72.9959,2.1897876,Low
Pune,18.5204,73.8567,94.7897,Critical
Thane,19.2183,72.9781,3.5853095,Low
Mysuru,12.2958,76.6394,0.3597212,Low
Sambalpur,21.4669,83.9812,72.798615,High
Lucknow,26.8467,80.9462,1.0474931,Low
Gautam Buddha Nagar,28.5355,77.391,9.09188,Low
Ahmedabad,23.0225,72.5714,62.918736,Medium
Belagavi,15.8497,74.4977,2.0842116,Low
Bharuch,21.7051,72.9959,84.62684,Critical
Prayagraj,25.4358,81.8463,3.6405618,Low
Thane,19.2183,72.9781,1.3469695,Low
Khordha,20.1734,85.6745,91.54016,Critical
Tumakuru,13.3409,77.101,21.239124,Low
Aurangabad,19.8762,75.3433,0.7851021,Low
Angul,20.8444,85.1511,95.01783,Critical
Mysuru,12.2958,76.6394,2.3656619,Low
Belagavi,15.8497,74.4977,3.27286,Low
Lucknow,26.8467,80.9462,24.599804,Low
Nagpur,21.1458,79.0882,93.35592,Critical
Ballari,15.1394,76.9214,3.0744061,Low
Coimbatore,11.0168,76.9558,97.9738,Critical
Tumakuru,13.3409,77.101,7.7174215,Low
Angul,20.8444,85.1511,21.54768,Low
Gautam Buddha Nagar,28.5355,77.391,97.436935,Critical
Vadodara,22.3072,73.1812,12.495645,Low
Varanasi,25.3176,82.9739,98.89372,Critical
Ahmedabad,23.0225,72.5714,2.0615842,Low
Thane,19.2183,72.9781,0.7968725,Low
Thane,19.2183,72.9781,3.4606497,Low
Ballari,15.1394,76.9214,8.402777,Low
Kanchipuram,12.8342,79.7036,99.47431,Critical
Aurangabad,19.8762,75.3433,3.3548813,Low
Ballari,15.1394,76.9214,14.281924,Low
Prayagraj,25.4358,81.8463,11.524845,Low
Nashik,19.9975,73.7898,0.5082713,Low
Prayagraj,25.4358,81.8463,1.1397849,Low
Varanasi,25.3176,82.9739,13.344644,Low
Salem,11.6643,78.146,3.908397,Low
Nashik,19.9975,73.7898,29.933792,Low
Prayagraj,25.4358,81.8463,87.6678,Critical
Salem,11.6643,78.146,6.597626,Low
Kanchipuram,12.8342,79.7036,98.02686,Critical
Pune,18.5204,73.8567,2.1848123,Low
Salem,11.6643,78.146,13.174817,Low
Nagpur,21.1458,79.0882,4.13375,Low
Thane,19.2183,72.9781,40.187275,Low
Vadodara,22.3072,73.1812,11.75228,Low
Agra,27.1767,78.0081,1.783369,Low
Khordha,20.1734,85.6745,87.398544,Critical
Pune,18.5204,73.8567,3.495403,Low
Prayagraj,25.4358,81.8463,1.3961618,Low
Salem,11.6643,78.146,5.37166,Low
Tumakuru,13.3409,77.101,0.8472239,Low
Nagpur,21.1458,79.0882,2.3630478,Low
Kanchipuram,12.8342,79.7036,0.6519855,Low
Coimbatore,11.0168,76.9558,9.943364,Low
Tiruvallur,13.1439,79.9089,89.0269,Critical
Madurai,9.9252,78.1198,86.06493,Critical
Coimbatore,11.0168,76.9558,4.796388,Low
Pune,18.5204,73.8567,12.264394,Low
Jajpur,20.85,86.333,97.87441,Critical
Vadodara,22.3072,73.1812,4.0793667,Low
Tiruvallur,13.1439,79.9089,92.88612,Critical
Coimbatore,11.0168,76.9558,7.6857076,Low
Ahmedabad,23.0225,72.5714,71.8343,High
Nagpur,21.1458,79.0882,99.175995,Critical
Lucknow,26.8467,80.9462,3.1639094,Low
Tumakuru,13.3409,77.101,4.228009,Low
Bengaluru Urban,12.9716,77.5946,5.6109705,Low
Prayagraj,25.4358,81.8463,1.072547,Low
Nashik,19.9975,73.7898,87.27067,Critical
Mysuru,12.2958,76.6394,0.48796716,Low
Vadodara,22.3072,73.1812,61.181026,Medium
Varanasi,25.3176,82.9739,7.1792016,Low
Sundargarh,22.1167,84.0333,85.57287,Critical
Aurangabad,19.8762,75.3433,72.82479,High
Varanasi,25.3176,82.9739,2.4047565,Low
Mysuru,12.2958,76.6394,4.6406198,Low
Nagpur,21.1458,79.0882,32.004864,Low
Kutch,23.7337,69.8597,0.6142629,Low
Nashik,19.9975,73.7898,5.393654,Low
Nagpur,21.1458,79.0882,8.868479,Low
Bharuch,21.7051,72.9959,94.4223,Critical
Salem,11.6643,78.146,64.55015,Medium
Vadodara,22.3072,73.1812,99.44172,Critical
Thane,19.2183,72.9781,0.93089885,Low
Surat,21.1702,72.8311,94.942154,Critical
Madurai,9.9252,78.1198,27.810839,Low
Agra,27.1767,78.0081,1.4312671,Low
Ahmedabad,23.0225,72.5714,8.436767,Low
Vadodara,22.3072,73.1812,2.8342457,Low
Thane,19.2183,72.9781,4.611406,Low
Gautam Buddha Nagar,28.5355,77.391,10.21069,Low
Khordha,20.1734,85.6745,5.09856,Low
Sundargarh,22.1167,84.0333,99.59616,Critical
Mysuru,12.2958,76.6394,3.096585,Low
Vadodara,22.3072,73.1812,68.2159,High
Kutch,23.7337,69.8597,6.171116,Low
Varanasi,25.3176,82.9739,0.75509095,Low
Coimbatore,11.0168,76.9558,96.01178,Critical
Sambalpur,21.4669,83.9812,96.979416,Critical
Ballari,15.1394,76.9214,5.534465,Low
Prayagraj,25.4358,81.8463,9.70556,Low
Ahmedabad,23.0225,72.5714,4.2041516,Low
Angul,20.8444,85.1511,69.06551,High
Bengaluru Urban,12.9716,77.5946,93.73034,Critical
Thane,19.2183,72.9781,20.109112,Low
Khordha,20.1734,85.6745,2.4074438,Low
Mysuru,12.2958,76.6394,42.447926,Low
Lucknow,26.8467,80.9462,9.495458,Low
Nagpur,21.1458,79.0882,93.17002,Critical
Tumakuru,13.3409,77.101,1.3393384,Low
Tumakuru,13.3409,77.101,98.223076,Critical
Vadodara,22.3072,73.1812,92.734634,Critical
Tiruvallur,13.1439,79.9089,4.2675185,Low
Khordha,20.1734,85.6745,16.204855,Low
Surat,21.1702,72.8311,16.96627,Low
Pune,18.5204,73.8567,91.82698,Critical
Kanchipuram,12.8342,79.7036,26.688412,Low
Ballari,15.1394,76.9214,91.20954,Critical
Bharuch,21.7051,72.9959,4.369117,Low
Madurai,9.9252,78.1198,10.56781,Low
Jajpur,20.85,86.333,1.5460533,Low
Pune,18.5204,73.8567,7.70436,Low
Gautam Buddha Nagar,28.5355,77.391,21.576218,Low
Bharuch,21.7051,72.9959,88.06304,Critical
Pune,18.5204,73.8567,6.0152516,Low
Gautam Buddha Nagar,28.5355,77.391,0.53829414,Low
Surat,21.1702,72.8311,4.223522,Low
Aurangabad,19.8762,75.3433,92.923775,Critical
Aurangabad,19.8762,75.3433,22.632946,Low
Madurai,9.9252,78.1198,89.77737,Critical
Vadodara,22.3072,73.1812,98.43513,Critical
Nagpur,21.1458,79.0882,13.310233,Low
Ballari,15.1394,76.9214,2.4617918,Low
Kutch,23.7337,69.8597,0.78725487,Low
Nagpur,21.1458,79.0882,4.443533,Low
Kanchipuram,12.8342,79.7036,18.976357,Low
Prayagraj,25.4358,81.8463,27.952974,Low
Gautam Buddha Nagar,28.5355,77.391,0.57363844,Low
Ballari,15.1394,76.9214,98.742676,Critical
Bharuch,21.7051,72.9959,2.1211822,Low
Salem,11.6643,78.146,8.196699,Low
Aurangabad,19.8762,75.3433,4.2862005,Low
Nashik,19.9975,73.7898,37.43218,Low
Varanasi,25.3176,82.9739,3.316058,Low
Tiruvallur,13.1439,79.9089,6.973432,Low
Belagavi,15.8497,74.4977,0.3828868,Low
Prayagraj,25.4358,81.8463,93.406075,Critical
Varanasi,25.3176,82.9739,3.7958064,Low
Mysuru,12.2958,76.6394,87.75028,Critical
Vadodara,22.3072,73.1812,34.453903,Low
Pune,18.5204,73.8567,4.5025945,Low
Ahmedabad,23.0225,72.5714,3.3738184,Low
Salem,11.6643,78.146,0.94761205,Low
Khordha,20.1734,85.6745,3.1029415,Low
Sambalpur,21.4669,83.9812,19.55122,Low
Sambalpur,21.4669,83.9812,96.558586,Critical
Mysuru,12.2958,76.6394,2.0478659,Low
Agra,27.1767,78.0081,16.225698,Low
Surat,21.1702,72.8311,1.6137239,Low
Nashik,19.9975,73.7898,24.31827,Low
Sambalpur,21.4669,83.9812,97.53788,Critical
Bharuch,21.7051,72.9959,95.59226,Critical
Khordha,20.1734,85.6745,0.6677741,Low
Sundargarh,22.1167,84.0333,4.667102,Low
Nagpur,21.1458,79.0882,1.0760878,Low
Madurai,9.9252,78.1198,95.98919,Critical
Tiruvallur,13.1439,79.9089,85.499435,Critical
Kanchipuram,12.8342,79.7036,3.3830776,Low
Mysuru,12.2958,76.6394,10.943302,Low
Lucknow,26.8467,80.9462,4.0116315,Low
Mysuru,12.2958,76.6394,15.132154,Low
Kutch,23.7337,69.8597,43.74735,Low
Mysuru,12.2958,76.6394,0.5307866,Low
Surat,21.1702,72.8311,2.3149378,Low
Ahmedabad,23.0225,72.5714,2.5738287,Low
Prayagraj,25.4358,81.8463,76.10022,High
Thane,19.2183,72.9781,97.769966,Critical
Gautam Buddha Nagar,28.5355,77.391,14.450383,Low
Kanchipuram,12.8342,79.7036,1.8719407,Low
Coimbatore,11.0168,76.9558,92.0364,Critical
Belagavi,15.8497,74.4977,99.65455,Critical
Surat,21.1702,72.8311,85.81303,Critical
Sambalpur,21.4669,83.9812,88.65245,Critical
Jajpur,20.85,86.333,1.1165378,Low
Ahmedabad,23.0225,72.5714,12.73731,Low
Agra,27.1767,78.0081,2.9707215,Low
Nashik,19.9975,73.7898,10.029985,Low
Varanasi,25.3176,82.9739,1.4592841,Low
Bharuch,21.7051,72.9959,75.08754,High
Ahmedabad,23.0225,72.5714,92.0535,Critical
Pune,18.5204,73.8567,95.218575,Critical
Tumakuru,13.3409,77.101,90.011826,Critical
Ballari,15.1394,76.9214,11.742052,Low
Nashik,19.9975,73.7898,1.9662447,Low
Ballari,15.1394,76.9214,65.20484,High
Sambalpur,21.4669,83.9812,99.14811,Critical
Ballari,15.1394,76.9214,3.931909,Low
Ballari,15.1394,76.9214,8.697622,Low
Bengaluru Urban,12.9716,77.5946,98.80566,Critical
Jajpur,20.85,86.333,4.4892187,Low
Tumakuru,13.3409,77.101,3.1470351,Low
Madurai,9.9252,78.1198,9.16352,Low
Angul,20.8444,85.1511,11.659466,Low
Pune,18.5204,73.8567,94.15399,Critical
Gautam Buddha Nagar,28.5355,77.391,1.7873708,Low
Nagpur,21.1458,79.0882,4.015944,Low
Prayagraj,25.4358,81.8463,13.446281,Low
Nagpur,21.1458,79.0882,5.0558157,Low
Salem,11.6643,78.146,6.1820755,Low
Agra,27.1767,78.0081,15.508251,Low
Varanasi,25.3176,82.9739,3.990211,Low
Ahmedabad,23.0225,72.5714,93.826416,Critical
Prayagraj,25.4358,81.8463,92.35607,Critical
Lucknow,26.8467,80.9462,95.42196,Critical
Ahmedabad,23.0225,72.5714,5.8509073,Low
Mysuru,12.2958,76.6394,97.96071,Critical
Ballari,15.1394,76.9214,5.1843195,Low
Bharuch,21.7051,72.9959,1.3222088,Low
Jajpur,20.85,86.333,3.302981,Low
Prayagraj,25.4358,81.8463,51.060802,Medium
Prayagraj,25.4358,81.8463,6.281796,Low
Bharuch,21.7051,72.9959,92.883354,Critical
Vadodara,22.3072,73.1812,8.054576,Low
Sambalpur,21.4669,83.9812,94.09654,Critical
Kanchipuram,12.8342,79.7036,20.83981,Low
Belagavi,15.8497,74.4977,95.23677,Critical
Thane,19.2183,72.9781,1.7218772,Low
Madurai,9.9252,78.1198,1.8744953,Low
Ballari,15.1394,76.9214,3.759302,Low
Lucknow,26.8467,80.9462,1.4452375,Low
Coimbatore,11.0168,76.9558,81.39484,Critical
Bharuch,21.7051,72.9959,8.043192,Low
Khordha,20.1734,85.6745,85.71566,Critical
Ballari,15.1394,76.9214,14.899256,Low
Sundargarh,22.1167,84.0333,0.9900162,Low
Bengaluru Urban,12.9716,77.5946,2.2628934,Low
Salem,11.6643,78.146,1.7194614,Low
Prayagraj,25.4358,81.8463,2.0521748,Low
Nashik,19.9975,73.7898,3.6001875,Low
Angul,20.8444,85.1511,7.594542,Low
Sambalpur,21.4669,83.9812,84.74722,Critical
Nagpur,21.1458,79.0882,8.256757,Low
Khordha,20.1734,85.6745,17.59568,Low
Khordha,20.1734,85.6745,2.596063,Low
Ballari,15.1394,76.9214,90.736755,Critical
Tumakuru,13.3409,77.101,12.938324,Low
Nashik,19.9975,73.7898,90.22951,Critical
Varanasi,25.3176,82.9739,98.410416,Critical
Madurai,9.9252,78.1198,0.4703613,Low
Coimbatore,11.0168,76.9558,74.56393,High
Khordha,20.1734,85.6745,4.2760434,Low
Agra,27.1767,78.0081,79.07895,High
Nagpur,21.1458,79.0882,13.357866,Low
Aurangabad,19.8762,75.3433,87.01722,Critical
Mysuru,12.2958,76.6394,76.46308,High
Angul,20.8444,85.1511,10.081375,Low
Kutch,23.7337,69.8597,0.40012565,Low
Nagpur,21.1458,79.0882,12.118794,Low
Jajpur,20.85,86.333,6.02198,Low
Prayagraj,25.4358,81.8463,95.53472,Critical
Mysuru,12.2958,76.6394,90.9974,Critical
Tiruvallur,13.1439,79.9089,0.74128735,Low
Agra,27.1767,78.0081,93.70856,Critical
Nagpur,21.1458,79.0882,9.299354,Low
Aurangabad,19.8762,75.3433,21.264265,Low
Gautam Buddha Nagar,28.5355,77.391,7.36105,Low
Pune,18.5204,73.8567,6.452644,Low
Sundargarh,22.1167,84.0333,99.60627,Critical
Nagpur,21.1458,79.0882,4.9490995,Low
Mysuru,12.2958,76.6394,1.7425675,Low
Sambalpur,21.4669,83.9812,4.752501,Low
Kutch,23.7337,69.8597,16.019447,Low
Thane,19.2183,72.9781,2.2804973,Low
Thane,19.2183,72.9781,30.120808,Low
Bengaluru Urban,12.9716,77.5946,99.37668,Critical
Tumakuru,13.3409,77.101,13.503563,Low
Salem,11.6643,78.146,83.15985,Critical
Gautam Buddha Nagar,28.5355,77.391,5.639804,Low
Gautam Buddha Nagar,28.5355,77.391,11.447405,Low
Lucknow,26.8467,80.9462,97.24218,Critical
Ballari,15.1394,76.9214,90.61335,Critical
Lucknow,26.8467,80.9462,0.5159919,Low
Agra,27.1767,78.0081,3.152886,Low
Bharuch,21.7051,72.9959,19.258131,Low
Agra,27.1767,78.0081,10.61133,Low
Nagpur,21.1458,79.0882,7.30967,Low
Tiruvallur,13.1439,79.9089,13.46709,Low
Ballari,15.1394,76.9214,93.404625,Critical
Sundargarh,22.1167,84.0333,3.121201,Low
Coimbatore,11.0168,76.9558,1.7702229,Low
Bharuch,21.7051,72.9959,57.216133,Medium
Tumakuru,13.3409,77.101,0.34358826,Low
Bengaluru Urban,12.9716,77.5946,1.4937611,Low
Thane,19.2183,72.9781,90.26983,Critical
Salem,11.6643,78.146,93.384346,Critical
Coimbatore,11.0168,76.9558,2.192155,Low
Varanasi,25.3176,82.9739,74.73534,High
Nagpur,21.1458,79.0882,3.9010816,Low
Prayagraj,25.4358,81.8463,1.086648,Low
Prayagraj,25.4358,81.8463,99.423615,Critical
Bengaluru Urban,12.9716,77.5946,2.1955197,Low
Coimbatore,11.0168,76.9558,72.48474,High
Agra,27.1767,78.0081,3.8906467,Low
Surat,21.1702,72.8311,5.667387,Low
Kutch,23.7337,69.8597,34.39348,Low
Coimbatore,11.0168,76.9558,9.954866,Low
Kutch,23.7337,69.8597,6.159804,Low
Belagavi,15.8497,74.4977,74.12706,High
Nashik,19.9975,73.7898,7.097812,Low
Khordha,20.1734,85.6745,98.23579,Critical
Agra,27.1767,78.0081,43.460846,Low
Sambalpur,21.4669,83.9812,39.197453,Low
Thane,19.2183,72.9781,52.79001,Medium
Nashik,19.9975,73.7898,7.3693895,Low
Belagavi,15.8497,74.4977,44.317898,Low
Ahmedabad,23.0225,72.5714,2.294554,Low
Surat,21.1702,72.8311,7.009816,Low
Nagpur,21.1458,79.0882,6.1100593,Low
Mysuru,12.2958,76.6394,1.7170423,Low
Bengaluru Urban,12.9716,77.5946,13.223269,Low
Salem,11.6643,78.146,94.4185,Critical
Varanasi,25.3176,82.9739,28.830246,Low
Ahmedabad,23.0225,72.5714,0.7237394,Low
Thane,19.2183,72.9781,92.89598,Critical
Coimbatore,11.0168,76.9558,3.7324455,Low
Khordha,20.1734,85.6745,92.25011,Critical
Bharuch,21.7051,72.9959,14.766977,Low
Varanasi,25.3176,82.9739,9.094271,Low
Belagavi,15.8497,74.4977,20.172884,Low
Pune,18.5204,73.8567,3.1872244,Low
Surat,21.1702,72.8311,11.770122,Low
Angul,20.8444,85.1511,99.11909,Critical
Varanasi,25.3176,82.9739,3.3412106,Low
Prayagraj,25.4358,81.8463,20.45177,Low
Salem,11.6643,78.146,2.3675256,Low
Ahmedabad,23.0225,72.5714,97.52225,Critical
Angul,20.8444,85.1511,0.953692,Low
Prayagraj,25.4358,81.8463,8.95638,Low
Aurangabad,19.8762,75.3433,12.049241,Low
Varanasi,25.3176,82.9739,2.0194016,Low
Sundargarh,22.1167,84.0333,6.995805,Low
Mysuru,12.2958,76.6394,14.793493,Low
Tumakuru,13.3409,77.101,1.4781013,Low
Tiruvallur,13.1439,79.9089,6.291405,Low
Kutch,23.7337,69.8597,16.831358,Low
Sundargarh,22.1167,84.0333,2.980149,Low
Coimbatore,11.0168,76.9558,97.86994,Critical
Varanasi,25.3176,82.9739,99.35736,Critical
Gautam Buddha Nagar,28.5355,77.391,81.955666,Critical
Ballari,15.1394,76.9214,25.165207,Low
Coimbatore,11.0168,76.9558,8.218788,Low
Ballari,15.1394,76.9214,91.256035,Critical
Nagpur,21.1458,79.0882,97.41177,Critical
Tumakuru,13.3409,77.101,72.75028,High
Aurangabad,19.8762,75.3433,36.24364,Low
Agra,27.1767,78.0081,97.36903,Critical
Kanchipuram,12.8342,79.7036,97.46921,Critical
Nashik,19.9975,73.7898,93.644295,Critical
Madurai,9.9252,78.1198,3.034745,Low
Coimbatore,11.0168,76.9558,94.388,Critical
Aurangabad,19.8762,75.3433,11.678251,Low
Ahmedabad,23.0225,72.5714,49.656124,Medium
Ballari,15.1394,76.9214,75.476036,High
Nagpur,21.1458,79.0882,39.810665,Low
Agra,27.1767,78.0081,1.2767497,Low
Salem,11.6643,78.146,9.0709505,Low
Jajpur,20.85,86.333,1.8294288,Low
Nagpur,21.1458,79.0882,6.2155223,Low
Belagavi,15.8497,74.4977,3.5897977,Low
Kanchipuram,12.8342,79.7036,10.487096,Low
Kutch,23.7337,69.8597,8.528859,Low
Prayagraj,25.4358,81.8463,5.0768566,Low
Bharuch,21.7051,72.9959,3.4501176,Low
Angul,20.8444,85.1511,90.4033,Critical
Thane,19.2183,72.9781,15.430262,Low
Kanchipuram,12.8342,79.7036,24.392914,Low
Nagpur,21.1458,79.0882,91.62594,Critical
Bengaluru Urban,12.9716,77.5946,15.610623,Low
Aurangabad,19.8762,75.3433,9.202913,Low
Varanasi,25.3176,82.9739,10.117885,Low
Khordha,20.1734,85.6745,0.86670256,Low
Bharuch,21.7051,72.9959,12.150506,Low
Sambalpur,21.4669,83.9812,6.154008,Low
Salem,11.6643,78.146,99.121254,Critical
Pune,18.5204,73.8567,96.72261,Critical
Madurai,9.9252,78.1198,53.044598,Medium
Kutch,23.7337,69.8597,3.5603375,Low
Salem,11.6643,78.146,4.556545,Low
Tumakuru,13.3409,77.101,25.626362,Low
Angul,20.8444,85.1511,50.994377,Medium
Ahmedabad,23.0225,72.5714,1.6444836,Low
Vadodara,22.3072,73.1812,85.54602,Critical
Bharuch,21.7051,72.9959,27.610926,Low
Prayagraj,25.4358,81.8463,2.296019,Low
Angul,20.8444,85.1511,1.8055544,Low
Madurai,9.9252,78.1198,2.9594061,Low
Surat,21.1702,72.8311,16.974314,Low
Sundargarh,22.1167,84.0333,1.8658555,Low
Vadodara,22.3072,73.1812,1.6508741,Low
Ballari,15.1394,76.9214,84.57694,Critical
Belagavi,15.8497,74.4977,0.9136889,Low
Tumakuru,13.3409,77.101,7.707066,Low
Aurangabad,19.8762,75.3433,4.279351,Low
Vadodara,22.3072,73.1812,14.72854,Low
Aurangabad,19.8762,75.3433,24.929989,Low
Sundargarh,22.1167,84.0333,47.21851,Medium
Thane,19.2183,72.9781,89.04986,Critical
Sundargarh,22.1167,84.0333,81.79899,Critical
Angul,20.8444,85.1511,20.411955,Low
Khordha,20.1734,85.6745,9.974785,Low
Coimbatore,11.0168,76.9558,1.3991977,Low
Nagpur,21.1458,79.0882,8.25354,Low
Tiruvallur,13.1439,79.9089,84.80417,Critical
Surat,21.1702,72.8311,97.65598,Critical
Aurangabad,19.8762,75.3433,2.6758153,Low
Vadodara,22.3072,73.1812,2.7428377,Low
Ahmedabad,23.0225,72.5714,51.041286,Medium
Sambalpur,21.4669,83.9812,23.848547,Low
Aurangabad,19.8762,75.3433,0.858086,Low
Kutch,23.7337,69.8597,1.4919555,Low
Ballari,15.1394,76.9214,5.703074,Low
Ahmedabad,23.0225,72.5714,10.024333,Low
Mysuru,12.2958,76.6394,5.695666,Low
Nagpur,21.1458,79.0882,4.0300407,Low
Madurai,9.9252,78.1198,92.91071,Critical
Nagpur,21.1458,79.0882,19.479208,Low
Coimbatore,11.0168,76.9558,0.98252714,Low
Madurai,9.9252,78.1198,1.3860031,Low
Nashik,19.9975,73.7898,1.1241374,Low
Surat,21.1702,72.8311,1.0413581,Low
Lucknow,26.8467,80.9462,6.7861686,Low
Surat,21.1702,72.8311,4.3325443,Low
Kutch,23.7337,69.8597,37.212772,Low
Khordha,20.1734,85.6745,3.486707,Low
Sundargarh,22.1167,84.0333,18.49051,Low
Bharuch,21.7051,72.9959,14.117546,Low
Tumakuru,13.3409,77.101,1.2084396,Low
Salem,11.6643,78.146,4.921735,Low
Khordha,20.1734,85.6745,15.685685,Low
Ahmedabad,23.0225,72.5714,60.566814,Medium
Varanasi,25.3176,82.9739,7.5847096,Low
Ballari,15.1394,76.9214,98.697655,Critical
Nashik,19.9975,73.7898,98.160385,Critical
Vadodara,22.3072,73.1812,98.58834,Critical
Ahmedabad,23.0225,72.5714,3.8929992,Low
Tiruvallur,13.1439,79.9089,88.15219,Critical
Ballari,15.1394,76.9214,10.611074,Low
Angul,20.8444,85.1511,13.530111,Low
Angul,20.8444,85.1511,4.5732555,Low
Sambalpur,21.4669,83.9812,8.010405,Low
Thane,19.2183,72.9781,76.09589,High
Ballari,15.1394,76.9214,81.746315,Critical
Tumakuru,13.3409,77.101,16.699348,Low
Sundargarh,22.1167,84.0333,95.20484,Critical
Sambalpur,21.4669,83.9812,3.6813207,Low
Tiruvallur,13.1439,79.9089,86.25421,Critical
Varanasi,25.3176,82.9739,92.67496,Critical
Agra,27.1767,78.0081,4.7684097,Low
Vadodara,22.3072,73.1812,94.40354,Critical
Bharuch,21.7051,72.9959,11.718198,Low
Belagavi,15.8497,74.4977,2.626728,Low
Ballari,15.1394,76.9214,3.2288182,Low
Pune,18.5204,73.8567,9.303599,Low
Nashik,19.9975,73.7898,89.70679,Critical
Gautam Buddha Nagar,28.5355,77.391,13.049166,Low
Bharuch,21.7051,72.9959,0.54217416,Low
Agra,27.1767,78.0081,98.93332,Critical
Prayagraj,25.4358,81.8463,96.97342,Critical
Vadodara,22.3072,73.1812,9.03303,Low
Nagpur,21.1458,79.0882,23.777895,Low
Coimbatore,11.0168,76.9558,74.71367,High
Coimbatore,11.0168,76.9558,97.49851,Critical
Salem,11.6643,78.146,73.65031,High
Ahmedabad,23.0225,72.5714,6.2378526,Low
Sundargarh,22.1167,84.0333,0.68751925,Low
Khordha,20.1734,85.6745,92.41859,Critical
Angul,20.8444,85.1511,1.7800953,Low
Tumakuru,13.3409,77.101,7.0935683,Low
Aurangabad,19.8762,75.3433,67.490265,High
Nagpur,21.1458,79.0882,1.5979339,Low
Ballari,15.1394,76.9214,8.098019,Low
Varanasi,25.3176,82.9739,7.158058,Low
